Rk,Team,Date,Thru Inn.,RS,RA,Diff,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
1119,CIN,6/7/2024,5,3,0,3,CHC,W 3-2,31,29,3,5,3,2,0,0,3,1,0,1,7,0.172,0.2,0.241,0.441,7,0,0,1,0,0
1120,MIL,6/7/2024,5,10,0,10,DET,W 10-0,44,40,10,16,11,3,2,0,9,2,0,3,10,0.4,0.455,0.575,1.03,23,2,1,0,0,0
1121,SDP,6/7/2024,5,3,0,3,ARI,W 10-3,42,38,10,14,9,2,0,3,10,1,0,3,6,0.368,0.429,0.658,1.086,25,0,1,0,0,0
1122,COL,6/7/2024,5,5,4,1,STL,L 5-8,41,37,5,10,8,1,1,0,4,1,0,3,14,0.27,0.341,0.351,0.693,13,0,1,0,0,0
1123,STL,6/7/2024,5,4,5,-1,COL,W 8-5,38,35,8,12,10,2,0,0,8,0,0,2,6,0.343,0.368,0.4,0.768,14,0,0,0,1,0
1124,LAD,6/6/2024,5,10,4,6,PIT,W 11-7,48,39,11,14,7,4,0,3,10,2,0,7,11,0.359,0.468,0.692,1.16,27,0,1,1,0,0
1125,PIT,6/6/2024,5,4,10,-6,LAD,L 7-11,45,43,7,13,11,0,0,2,7,2,0,1,15,0.302,0.311,0.442,0.753,19,0,0,0,1,0
1126,ARI,6/6/2024,5,3,3,0,SDP,W 4-3,40,36,4,9,4,3,0,2,4,2,0,3,5,0.25,0.325,0.5,0.825,18,0,1,0,0,1
1127,SDP,6/6/2024,5,3,3,0,ARI,L 3-4,40,34,3,10,6,3,0,1,2,3,1,3,5,0.294,0.368,0.471,0.839,16,0,1,2,0,0
1128,COL,6/6/2024,5,3,0,3,STL,W 3-2,35,30,3,4,4,0,0,0,2,3,0,5,9,0.133,0.257,0.133,0.39,4,1,0,0,0,0
1129,BOS,6/6/2024,5,7,0,7,CHW,W 14-2,56,49,14,24,18,3,0,3,14,0,0,5,5,0.49,0.536,0.735,1.27,36,1,1,0,1,0
1130,CLE,6/6/2024,5,3,1,2,KCR,L 3-4,39,34,3,9,7,1,0,1,3,0,1,4,7,0.265,0.342,0.382,0.724,13,1,0,1,0,0
1131,MIN,6/6/2024,5,5,8,-3,NYY,L 5-8,43,36,5,10,5,3,0,2,5,1,0,4,6,0.278,0.372,0.528,0.9,19,0,2,0,1,0
1132,NYY,6/6/2024,5,8,5,3,MIN,W 8-5,40,29,8,7,5,1,0,1,7,2,0,8,9,0.241,0.4,0.379,0.779,11,0,1,0,2,0
1133,TOR,6/6/2024,5,4,0,4,BAL,W 6-5,36,31,6,7,5,1,0,1,6,1,0,5,4,0.226,0.333,0.355,0.688,11,0,0,0,0,0
1134,CIN,6/6/2024,5,3,2,1,CHC,W 8-4,39,30,8,9,7,1,0,1,8,1,0,6,7,0.3,0.432,0.433,0.866,13,0,1,2,0,0
1135,BOS,6/5/2024,5,6,0,6,ATL,W 9-0,40,36,9,13,5,4,1,3,9,0,0,3,8,0.361,0.4,0.778,1.178,28,0,0,0,1,1
1136,CHW,6/5/2024,5,5,3,2,CHC,L 6-7,42,38,6,13,10,1,0,2,6,1,0,4,12,0.342,0.405,0.526,0.931,20,2,0,0,0,0
1137,TBR,6/5/2024,5,5,3,2,MIA,W 5-3,37,33,5,8,3,5,0,0,5,1,0,3,9,0.242,0.324,0.394,0.718,13,1,1,0,0,0
1138,NYY,6/5/2024,5,8,0,8,MIN,W 9-5,38,31,9,9,5,2,2,0,9,0,0,6,11,0.29,0.395,0.484,0.879,15,0,0,0,1,0
1139,TEX,6/5/2024,5,4,0,4,DET,W 9-1,43,37,9,12,8,2,0,2,7,2,1,6,6,0.324,0.419,0.541,0.959,20,0,0,0,0,1
1140,ARI,6/5/2024,5,3,6,-3,SFG,L 3-9,42,35,3,9,8,0,0,1,3,1,0,5,13,0.257,0.381,0.343,0.724,12,1,2,0,0,0
1141,SFG,6/5/2024,5,6,3,3,ARI,W 9-3,52,41,9,14,10,1,0,3,9,2,0,10,7,0.341,0.462,0.585,1.047,24,0,0,0,1,0
1142,CHC,6/5/2024,5,3,5,-2,CHW,W 7-6,37,32,7,8,7,0,0,1,5,2,0,3,12,0.25,0.324,0.344,0.668,11,0,1,0,1,0
1143,LAA,6/5/2024,5,3,0,3,SDP,W 3-2,30,28,3,6,4,0,0,2,3,1,1,1,7,0.214,0.241,0.429,0.67,12,1,0,0,0,0
1144,CIN,6/5/2024,5,4,5,-1,COL,W 12-7,45,36,12,12,7,0,1,4,12,4,1,6,10,0.333,0.444,0.722,1.167,26,0,2,0,1,0
1145,COL,6/5/2024,5,5,4,1,CIN,L 7-12,42,38,7,13,8,4,0,1,7,1,1,1,6,0.342,0.366,0.526,0.892,20,0,1,1,1,0
1146,STL,6/5/2024,5,3,2,1,HOU,W 4-2,34,30,4,5,2,2,0,1,4,0,0,2,4,0.167,0.212,0.333,0.545,10,0,0,1,1,0
1147,MIA,6/5/2024,5,3,5,-2,TBR,L 3-5,35,34,3,7,6,1,0,0,3,0,0,0,6,0.206,0.229,0.235,0.464,8,0,1,0,0,0
1148,LAD,6/5/2024,5,3,8,-5,PIT,L 6-10,41,39,6,11,6,3,0,2,5,1,0,2,11,0.282,0.317,0.513,0.83,20,0,0,0,0,0
1149,PIT,6/5/2024,5,8,3,5,LAD,W 10-6,38,31,10,9,8,1,0,0,9,1,0,5,7,0.29,0.378,0.323,0.701,10,0,0,1,1,0
1150,CIN,6/4/2024,5,4,0,4,COL,W 4-1,39,36,4,12,8,3,0,1,4,0,0,0,4,0.333,0.368,0.5,0.868,18,2,2,1,0,0
1151,MIA,6/4/2024,5,3,9,-6,TBR,L 5-9,40,39,5,12,9,1,1,1,5,0,0,0,12,0.308,0.3,0.462,0.762,18,0,0,0,1,0
1152,NYM,6/4/2024,5,5,1,4,WSN,W 6-3,40,37,6,13,8,2,1,2,6,1,0,2,6,0.351,0.375,0.622,0.997,23,2,0,0,1,0
1153,BOS,6/4/2024,5,3,3,0,ATL,L 3-8,35,31,3,5,4,0,0,1,3,0,1,1,14,0.161,0.235,0.258,0.493,8,1,2,0,0,0
1154,CHW,6/4/2024,5,5,1,4,CHC,L 6-7,37,35,6,9,5,2,0,2,5,1,0,2,8,0.257,0.297,0.486,0.783,17,1,0,0,0,0
1155,CLE,6/4/2024,5,3,5,-2,KCR,W 8-5,36,32,8,7,4,1,0,2,5,0,0,3,8,0.219,0.306,0.438,0.743,14,0,1,0,0,0
1156,KCR,6/4/2024,5,5,3,2,CLE,L 5-8,38,35,5,10,6,1,0,3,5,1,0,3,10,0.286,0.342,0.571,0.914,20,2,0,0,0,0
1157,HOU,6/4/2024,5,7,2,5,STL,W 8-5,39,33,8,10,8,1,0,1,8,0,1,3,5,0.303,0.359,0.424,0.783,14,0,1,0,2,0
1158,TBR,6/4/2024,5,9,3,6,MIA,W 9-5,44,38,9,12,8,3,0,1,9,0,1,4,9,0.316,0.409,0.474,0.883,18,0,2,0,0,0
1159,NYY,6/4/2024,5,3,0,3,MIN,W 5-1,33,29,5,6,3,1,0,2,5,0,0,4,4,0.207,0.303,0.448,0.751,13,1,0,0,0,0
1160,SEA,6/4/2024,5,4,1,3,OAK,W 4-3,38,36,4,10,6,4,0,0,4,2,0,2,7,0.278,0.316,0.389,0.705,14,1,0,0,0,1
1161,DET,6/4/2024,5,3,0,3,TEX,W 3-1,35,33,3,6,2,1,1,2,3,1,0,1,7,0.182,0.229,0.455,0.683,15,1,1,0,0,0
1162,BAL,6/4/2024,5,7,0,7,TOR,W 10-1,41,35,10,9,3,3,0,3,10,0,0,4,8,0.257,0.366,0.6,0.966,21,1,2,0,0,0
1163,ARI,6/4/2024,5,4,2,2,SFG,W 8-5,38,34,8,13,10,3,0,0,8,0,0,2,8,0.382,0.405,0.471,0.876,16,2,0,1,1,0
1164,ATL,6/4/2024,5,3,3,0,BOS,W 8-3,37,34,8,8,4,2,0,2,7,0,1,2,6,0.235,0.297,0.471,0.768,16,2,1,0,0,0
1165,BAL,6/3/2024,5,5,2,3,TOR,W 7-2,39,38,7,10,4,2,0,4,7,2,0,1,6,0.263,0.282,0.632,0.914,24,0,0,0,0,0
1166,CIN,6/3/2024,5,8,3,5,COL,W 13-3,43,41,13,18,12,3,1,2,12,0,0,0,3,0.439,0.442,0.707,1.149,29,2,1,0,1,0
1167,COL,6/3/2024,5,3,8,-5,CIN,L 3-13,37,35,3,9,5,3,0,1,3,0,0,1,8,0.257,0.297,0.429,0.726,15,2,1,0,0,0
1168,STL,6/3/2024,5,4,2,2,HOU,L 4-7,38,35,4,8,4,1,0,3,4,1,0,3,9,0.229,0.289,0.514,0.804,18,0,0,0,0,0
1169,PHI,6/3/2024,5,3,0,3,MIL,W 3-1,31,30,3,7,6,0,0,1,3,0,0,1,1,0.233,0.258,0.333,0.591,10,0,0,0,0,0
1170,NYM,6/3/2024,5,7,5,2,WSN,W 8-7,44,37,8,13,10,2,0,1,7,3,0,4,6,0.351,0.409,0.486,0.896,18,0,1,0,2,0
1171,WSN,6/3/2024,5,5,7,-2,NYM,L 7-8,45,37,7,11,10,0,0,1,7,0,1,6,6,0.297,0.4,0.378,0.778,14,1,1,0,1,0
1172,WSN,6/2/2024,5,5,2,3,CLE,W 5-2,36,33,5,8,5,3,0,0,5,1,1,2,8,0.242,0.278,0.333,0.611,11,0,0,0,1,0
1173,LAD,6/2/2024,5,3,0,3,COL,W 4-0,40,31,4,8,6,0,0,2,4,1,0,7,5,0.258,0.385,0.452,0.836,14,0,0,0,1,2
1174,MIL,6/2/2024,5,4,3,1,CHW,W 6-3,36,31,6,9,7,1,0,1,6,1,1,4,6,0.29,0.389,0.419,0.808,13,1,1,0,0,0
1175,ARI,6/2/2024,5,3,4,-1,NYM,W 5-4,41,36,5,9,2,4,0,3,5,0,0,3,13,0.25,0.341,0.611,0.953,22,0,2,0,0,0
1176,NYM,6/2/2024,5,4,3,1,ARI,L 4-5,33,31,4,5,2,1,2,0,4,0,0,2,12,0.161,0.212,0.323,0.535,10,1,0,0,0,0
1177,PHI,6/2/2024,5,4,4,0,STL,L 4-5 (10),42,39,4,7,6,1,0,0,4,2,0,2,11,0.179,0.22,0.205,0.425,8,0,0,1,0,0
1178,STL,6/2/2024,5,4,4,0,PHI,W 5-4 (10),42,39,5,9,6,1,0,2,5,0,0,3,9,0.231,0.286,0.41,0.696,16,0,0,0,0,0
1179,SFG,6/2/2024,5,3,3,0,NYY,L 5-7,40,38,5,11,7,2,0,2,5,0,0,1,10,0.289,0.325,0.5,0.825,19,0,1,0,0,0
1180,PIT,6/2/2024,5,3,4,-1,TOR,L 4-5,44,38,4,11,9,2,0,0,4,0,0,3,13,0.289,0.386,0.342,0.728,13,0,3,0,0,0
1181,BOS,6/2/2024,5,3,1,2,DET,L 4-8 (10),42,36,4,8,5,1,1,1,4,0,2,6,7,0.222,0.333,0.389,0.722,14,0,0,0,0,0
1182,HOU,6/2/2024,5,3,2,1,MIN,L 3-4,36,33,3,6,4,0,0,2,3,2,0,3,8,0.182,0.25,0.364,0.614,12,0,0,0,0,0
1183,TEX,6/2/2024,5,3,0,3,MIA,W 6-0,40,36,6,10,8,1,0,1,5,0,0,4,5,0.278,0.35,0.389,0.739,14,1,0,0,0,0
1184,CHW,6/2/2024,5,3,4,-1,MIL,L 3-6,34,29,3,5,3,1,0,1,3,0,0,3,12,0.172,0.265,0.31,0.575,9,0,1,0,1,0
1185,NYY,6/2/2024,5,3,3,0,SFG,W 7-5,43,38,7,11,6,2,1,2,7,2,0,5,12,0.289,0.372,0.553,0.925,21,0,0,0,0,0
1186,TOR,6/2/2024,5,4,3,1,PIT,W 5-4,35,34,5,11,8,3,0,0,4,0,1,1,4,0.324,0.343,0.412,0.755,14,0,0,0,0,0
1187,CIN,6/2/2024,5,5,1,4,CHC,W 5-2,38,32,5,10,8,1,0,1,5,0,0,3,10,0.313,0.368,0.438,0.806,14,1,1,0,2,0
1188,BAL,6/2/2024,5,3,1,2,TBR,L 3-4,43,40,3,15,13,1,0,1,3,1,0,2,4,0.375,0.419,0.475,0.894,19,2,1,0,0,0
1189,OAK,6/1/2024,5,8,9,-1,ATL,W 11-9,43,41,11,16,10,3,1,2,11,1,1,1,8,0.39,0.405,0.659,1.063,27,0,0,1,0,0
1190,BAL,6/1/2024,5,9,5,4,TBR,W 9-5,37,33,9,10,5,1,0,4,9,0,0,3,7,0.303,0.351,0.697,1.048,23,0,0,0,1,0
1191,TBR,6/1/2024,5,5,9,-4,BAL,L 5-9,42,38,5,10,9,0,1,0,5,0,0,4,13,0.263,0.333,0.316,0.649,12,0,0,0,0,0
1192,SDP,6/1/2024,5,5,3,2,KCR,W 7-3,40,33,7,11,6,2,1,2,7,0,0,4,5,0.333,0.4,0.636,1.036,21,2,1,0,2,1
1193,LAD,6/1/2024,5,4,1,3,COL,W 4-1,37,33,4,11,8,2,1,0,3,1,1,4,7,0.333,0.405,0.455,0.86,15,1,0,0,0,1
1194,ARI,6/1/2024,5,4,1,3,NYM,W 10-5,43,37,10,11,9,1,0,1,9,4,0,5,13,0.297,0.372,0.405,0.777,15,0,0,0,1,0
1195,PHI,6/1/2024,5,4,1,3,STL,W 6-1,36,32,6,7,4,2,0,1,6,0,0,4,13,0.219,0.306,0.375,0.681,12,0,0,0,0,0
1196,SFG,6/1/2024,5,3,4,-1,NYY,L 3-7,35,32,3,5,3,1,0,1,3,0,0,3,12,0.156,0.229,0.281,0.51,9,0,0,0,0,0
1197,PIT,6/1/2024,5,5,0,5,TOR,W 8-1,39,34,8,11,7,2,0,2,7,0,0,2,5,0.324,0.351,0.559,0.91,19,1,0,2,1,0
1198,BOS,6/1/2024,5,3,1,2,DET,W 6-3,36,33,6,10,6,2,0,2,6,2,0,2,10,0.303,0.333,0.545,0.879,18,0,0,0,1,0
1199,CLE,6/1/2024,5,3,2,1,WSN,W 3-2,35,29,3,5,4,1,0,0,2,1,0,5,7,0.172,0.314,0.207,0.521,6,0,1,0,0,0
1200,HOU,6/1/2024,5,5,0,5,MIN,W 5-2,34,31,5,10,5,1,0,4,5,0,2,3,5,0.323,0.382,0.742,1.124,23,1,0,0,0,0
1201,KCR,6/1/2024,5,3,5,-2,SDP,L 3-7,39,36,3,8,5,2,0,1,3,2,0,3,8,0.222,0.282,0.361,0.643,13,0,0,0,0,0
1202,TEX,6/1/2024,5,4,0,4,MIA,W 7-0,43,38,7,13,10,3,0,0,6,0,0,3,16,0.342,0.372,0.421,0.793,16,0,0,0,2,0
1203,CHW,6/1/2024,5,3,1,2,MIL,L 3-4 (10),38,37,3,8,6,0,0,2,3,1,0,0,9,0.216,0.237,0.378,0.615,14,1,1,0,0,0
1204,SEA,6/1/2024,5,5,0,5,LAA,W 9-0,40,32,9,9,6,1,0,2,9,2,0,7,6,0.281,0.425,0.5,0.925,16,1,1,0,0,0
1205,NYY,6/1/2024,5,4,3,1,SFG,W 7-3,36,34,7,11,6,1,2,2,7,0,0,1,9,0.324,0.333,0.647,0.98,22,3,0,0,1,1
1206,ATL,6/1/2024,5,9,8,1,OAK,L 9-11,43,39,9,13,7,4,0,2,8,0,0,4,4,0.333,0.395,0.59,0.985,23,0,0,0,0,0
1207,CHC,6/1/2024,5,5,5,0,CIN,W 7-5,37,29,7,6,2,1,1,2,7,2,0,6,9,0.207,0.378,0.517,0.896,15,1,2,0,0,0
1208,CIN,6/1/2024,5,5,5,0,CHC,L 5-7,42,37,5,10,8,2,0,0,2,2,0,4,11,0.27,0.357,0.324,0.681,12,0,1,0,0,0
1209,BOS,5/31/2024,5,5,1,4,DET,W 7-3,37,34,7,12,6,4,0,2,7,1,1,2,8,0.353,0.405,0.647,1.052,22,1,1,0,0,0
1210,MIN,5/31/2024,5,4,1,3,HOU,W 6-1,37,31,6,6,1,2,1,2,6,0,0,4,8,0.194,0.297,0.516,0.813,16,1,1,0,1,0
1211,CHW,5/31/2024,5,5,4,1,MIL,L 5-12,37,34,5,9,6,2,0,1,5,1,1,1,10,0.265,0.297,0.412,0.709,14,0,1,0,1,0
1212,SEA,5/31/2024,5,4,0,4,LAA,W 5-4,36,32,5,9,4,4,0,1,5,2,0,2,5,0.281,0.333,0.5,0.833,16,1,1,0,1,0
1213,NYY,5/31/2024,5,3,1,2,SFG,W 6-2,35,35,6,8,4,2,0,2,4,0,0,0,6,0.229,0.229,0.457,0.686,16,1,0,0,0,0
1214,ATL,5/31/2024,5,3,1,2,OAK,W 4-2,32,28,4,6,4,2,0,0,4,0,0,2,6,0.214,0.25,0.286,0.536,8,0,0,0,2,0
1215,CHC,5/31/2024,5,3,2,1,CIN,L 4-5,39,33,4,8,5,2,0,1,4,1,0,4,5,0.242,0.359,0.394,0.753,13,1,2,0,0,0
1216,COL,5/31/2024,5,4,0,4,LAD,W 4-1,37,31,4,7,5,0,1,1,3,0,1,6,8,0.226,0.351,0.387,0.738,12,1,0,0,0,0
1217,MIA,5/31/2024,5,4,2,2,TEX,W 8-2,39,34,8,12,8,2,0,2,8,2,1,4,4,0.353,0.41,0.588,0.998,20,1,0,0,1,1
1218,MIL,5/31/2024,5,4,5,-1,CHW,W 12-5,52,45,12,23,18,5,0,0,12,1,0,6,11,0.511,0.569,0.622,1.191,28,1,0,1,0,0
1219,ARI,5/31/2024,5,4,8,-4,NYM,L 9-10,41,36,9,9,6,0,0,3,9,1,0,3,9,0.25,0.325,0.5,0.825,18,0,1,0,0,0
1220,NYM,5/31/2024,5,8,4,4,ARI,W 10-9,42,38,10,15,8,5,1,1,10,1,0,4,6,0.395,0.452,0.658,1.11,25,0,0,0,0,0
1221,PHI,5/31/2024,5,3,1,2,STL,W 4-2,31,30,4,7,3,3,0,1,4,0,0,1,8,0.233,0.258,0.433,0.691,13,1,0,0,0,0
1222,MIL,5/30/2024,5,3,1,2,CHC,W 6-4,34,30,6,9,6,2,0,1,6,1,0,3,7,0.3,0.353,0.467,0.82,14,2,0,0,1,0
1223,KCR,5/30/2024,5,4,3,1,MIN,L 6-7,39,35,6,7,4,1,0,2,6,0,0,4,8,0.2,0.282,0.4,0.682,14,0,0,0,0,0
1224,MIN,5/30/2024,5,3,4,-1,KCR,W 7-6,37,33,7,9,6,0,1,2,7,0,1,3,5,0.273,0.351,0.515,0.867,17,0,1,0,0,0
1225,HOU,5/30/2024,5,3,0,3,SEA,W 4-0,36,35,4,9,5,1,1,2,4,0,1,1,5,0.257,0.278,0.514,0.792,18,0,0,0,0,0
1226,OAK,5/30/2024,5,4,3,1,TBR,L 5-6 (12),48,45,5,11,5,5,0,1,5,2,0,2,14,0.244,0.277,0.422,0.699,19,1,0,1,0,2
1227,TBR,5/30/2024,5,3,4,-1,OAK,W 6-5 (12),46,37,6,6,2,1,0,3,6,2,1,7,12,0.162,0.304,0.432,0.737,16,1,1,0,1,2
1228,WSN,5/30/2024,5,3,1,2,ATL,W 3-1,38,32,3,8,5,3,0,0,3,4,1,3,10,0.25,0.351,0.344,0.695,11,1,2,1,0,0
1229,PIT,2024-05-29 (2),5,4,1,3,DET,W 10-2,43,38,10,13,7,3,1,2,10,0,0,3,12,0.342,0.372,0.632,1.004,24,1,0,0,2,1
1230,DET,2024-05-29 (1),5,7,0,7,PIT,W 8-0,38,35,8,10,7,1,1,1,8,0,1,2,6,0.286,0.316,0.457,0.773,16,0,0,0,1,0
1231,KCR,5/29/2024,5,6,1,5,MIN,W 6-1,37,36,6,10,5,2,0,3,6,0,0,1,5,0.278,0.297,0.583,0.881,21,1,0,0,0,0
1232,TEX,5/29/2024,5,4,0,4,ARI,W 6-1,35,29,6,8,6,1,0,1,5,0,0,5,3,0.276,0.371,0.414,0.785,12,2,0,0,1,1
1233,WSN,5/29/2024,5,3,1,2,ATL,W 7-2,42,38,7,13,9,3,0,1,7,5,1,3,9,0.342,0.405,0.5,0.905,19,1,1,0,0,0
1234,STL,5/29/2024,5,3,0,3,CIN,W 5-3,41,36,5,12,8,2,0,2,5,0,2,4,7,0.333,0.415,0.556,0.97,20,0,1,0,0,0
1235,BAL,5/29/2024,5,5,1,4,BOS,W 6-1,33,29,6,6,4,0,0,2,6,0,1,2,7,0.207,0.303,0.414,0.717,12,0,2,0,0,0
1236,COL,5/29/2024,5,7,2,5,CLE,W 7-4,35,29,7,9,6,2,0,1,7,0,1,4,3,0.31,0.4,0.483,0.883,14,2,1,0,1,0
1237,CHC,5/29/2024,5,4,7,-3,MIL,L 6-10,42,37,6,9,7,1,0,1,6,2,0,3,5,0.243,0.31,0.351,0.661,13,0,1,0,1,0
1238,MIL,5/29/2024,5,7,4,3,CHC,W 10-6,35,33,10,10,4,3,0,3,10,2,0,2,2,0.303,0.343,0.667,1.01,22,1,0,0,0,0
1239,LAD,5/29/2024,5,3,3,0,NYM,W 10-3,45,41,10,16,8,3,1,4,10,1,1,4,9,0.39,0.444,0.805,1.249,33,0,0,0,0,0
1240,NYM,5/29/2024,5,3,3,0,LAD,L 3-10,40,36,3,9,7,1,0,1,3,0,0,3,7,0.25,0.325,0.361,0.686,13,0,1,0,0,0
1241,MIA,5/29/2024,5,6,1,5,SDP,W 9-1,46,44,9,16,12,2,1,1,8,3,0,2,6,0.364,0.391,0.523,0.914,23,0,0,0,0,0
1242,PHI,5/29/2024,5,4,0,4,SFG,W 6-1,44,40,6,14,9,3,0,2,6,2,1,4,11,0.35,0.409,0.575,0.984,23,0,0,0,0,0
1243,COL,5/28/2024,5,4,7,-3,CLE,L 7-13,41,36,7,10,7,1,0,2,6,1,0,5,14,0.278,0.366,0.472,0.838,17,1,0,0,0,0
1244,SDP,5/28/2024,5,3,0,3,MIA,W 4-0,34,32,4,9,7,1,0,1,4,2,0,2,6,0.281,0.324,0.406,0.73,13,1,0,0,0,0
1245,TOR,5/28/2024,5,3,1,2,CHW,W 7-2,48,39,7,13,10,3,0,0,7,1,0,8,8,0.333,0.438,0.41,0.848,16,0,0,0,1,0
1246,CLE,5/28/2024,5,7,4,3,COL,W 13-7,44,37,13,13,6,3,0,4,13,3,0,5,4,0.351,0.409,0.757,1.166,28,2,0,0,2,0
1247,MIN,5/28/2024,5,3,2,1,KCR,W 4-2,37,34,4,10,7,2,1,0,4,2,1,3,10,0.294,0.351,0.412,0.763,14,0,0,0,0,0
1248,TEX,5/28/2024,5,4,2,2,ARI,W 4-2,32,30,4,6,4,1,0,1,4,1,0,1,7,0.2,0.25,0.333,0.583,10,0,1,0,0,1
1249,STL,5/28/2024,5,3,0,3,CIN,W 7-1,42,39,7,13,8,3,0,2,7,1,0,3,5,0.333,0.381,0.564,0.945,22,0,0,0,0,0
1250,NYY,5/28/2024,5,3,2,1,LAA,L 3-4,38,36,3,9,7,1,0,1,3,0,0,2,8,0.25,0.289,0.361,0.651,13,0,0,0,0,0
1251,BAL,5/28/2024,5,3,4,-1,BOS,L 3-8,40,35,3,8,7,1,0,0,3,0,0,3,13,0.229,0.325,0.257,0.582,9,0,2,0,0,0
1252,BOS,5/28/2024,5,4,3,1,BAL,W 8-3,40,35,8,11,6,2,1,2,8,1,1,2,11,0.314,0.359,0.6,0.959,21,0,1,1,1,0
1253,BAL,5/27/2024,5,7,0,7,BOS,W 11-3,40,36,11,14,7,6,1,0,11,0,0,2,4,0.389,0.4,0.611,1.011,22,0,0,0,2,0
1254,COL,5/27/2024,5,7,4,3,CLE,W 8-6,36,32,8,8,4,3,0,1,8,1,0,4,9,0.25,0.333,0.438,0.771,14,1,0,0,0,0
1255,PHI,5/27/2024,5,4,5,-1,SFG,L 4-8,37,34,4,7,3,2,1,1,3,4,0,3,8,0.206,0.27,0.412,0.682,14,1,0,0,0,0
1256,SFG,5/27/2024,5,5,4,1,PHI,W 8-4,40,37,8,12,8,4,0,0,8,0,0,2,7,0.324,0.35,0.432,0.782,16,1,0,0,1,0
1257,TOR,5/27/2024,5,3,0,3,CHW,W 5-1,38,32,5,6,2,1,0,3,5,1,0,6,7,0.188,0.316,0.5,0.816,16,1,0,0,0,0
1258,CLE,5/27/2024,5,4,7,-3,COL,L 6-8,40,35,6,10,6,4,0,0,5,0,0,3,4,0.286,0.375,0.4,0.775,14,2,2,0,0,0
1259,MIN,5/27/2024,5,5,0,5,KCR,W 6-5,33,31,6,7,5,0,0,2,6,0,0,2,8,0.226,0.273,0.419,0.692,13,1,0,0,0,0
1260,SEA,5/27/2024,5,3,2,1,HOU,W 3-2,36,29,3,6,5,1,0,0,3,3,0,5,5,0.207,0.333,0.241,0.575,7,0,1,0,1,0
1261,WSN,5/27/2024,5,6,0,6,ATL,W 8-4,41,38,8,15,10,4,0,1,7,3,1,2,10,0.395,0.415,0.579,0.994,22,1,0,0,1,0
1262,CIN,5/27/2024,5,3,1,2,STL,W 3-1,34,28,3,5,4,0,0,1,3,0,1,6,6,0.179,0.324,0.286,0.609,8,2,0,0,0,0
1263,DET,5/26/2024,5,8,3,5,TOR,W 14-11,46,40,14,17,8,5,0,4,14,0,1,4,3,0.425,0.489,0.85,1.339,34,1,1,1,0,1
1264,TOR,5/26/2024,5,3,8,-5,DET,L 11-14,47,39,11,14,9,2,0,3,11,0,0,7,2,0.359,0.447,0.641,1.088,25,0,0,0,1,0
1265,TEX,5/26/2024,5,6,2,4,MIN,W 6-2,40,37,6,9,5,2,0,2,6,0,1,2,10,0.243,0.3,0.459,0.759,17,0,1,0,0,0
1266,HOU,5/26/2024,5,5,0,5,OAK,W 5-2,41,35,5,11,9,1,0,1,5,1,0,5,5,0.314,0.39,0.429,0.819,15,3,0,0,1,0
1267,SEA,5/26/2024,5,4,1,3,WSN,W 9-5,41,37,9,10,6,2,0,2,9,2,1,3,6,0.27,0.341,0.486,0.828,18,0,1,0,0,0
1268,CIN,5/26/2024,5,4,0,4,LAD,W 4-1,37,31,4,8,7,1,0,0,4,1,0,3,9,0.258,0.361,0.29,0.651,9,0,2,1,0,1
1269,COL,5/26/2024,5,5,2,3,PHI,W 5-2,34,30,5,6,4,1,0,1,4,1,0,4,10,0.2,0.294,0.333,0.627,10,0,0,0,0,0
1270,ATL,5/26/2024,5,4,1,3,PIT,W 8-1,42,37,8,14,7,5,0,2,8,0,1,3,7,0.378,0.405,0.676,1.08,25,0,0,0,2,0
1271,STL,5/26/2024,5,4,0,4,CHC,W 4-3,37,31,4,6,4,0,0,2,4,1,0,4,11,0.194,0.324,0.387,0.711,12,0,2,0,0,0
1272,COL,5/25/2024,5,3,2,1,PHI,L 4-8,38,35,4,9,8,1,0,0,4,3,1,3,11,0.257,0.316,0.286,0.602,10,0,0,0,0,0
1273,PIT,5/25/2024,5,3,1,2,ATL,W 4-1,35,30,4,7,5,2,0,0,4,2,0,3,9,0.233,0.314,0.3,0.614,9,0,1,0,1,0
1274,CHC,5/25/2024,5,3,2,1,STL,L 6-7,40,37,6,12,10,2,0,0,6,1,0,3,8,0.324,0.375,0.378,0.753,14,2,0,0,0,0
1275,LAA,5/25/2024,5,3,4,-1,CLE,L 3-4,35,33,3,8,5,2,0,1,3,0,2,1,11,0.242,0.286,0.394,0.68,13,0,1,0,0,0
1276,CLE,5/25/2024,5,4,3,1,LAA,W 4-3,33,32,4,6,4,1,0,1,3,0,1,1,10,0.188,0.212,0.313,0.525,10,0,0,0,0,0
1277,CHW,5/25/2024,5,3,0,3,BAL,L 3-5,36,30,3,5,4,0,1,0,3,0,0,5,10,0.167,0.286,0.233,0.519,7,1,0,1,0,0
1278,NYY,5/25/2024,5,4,0,4,SDP,W 4-1,37,35,4,9,7,1,0,1,4,0,0,1,13,0.257,0.27,0.371,0.642,13,0,0,0,1,0
1279,ARI,5/25/2024,5,3,1,2,MIA,W 3-2,31,26,3,5,3,2,0,0,3,2,0,2,7,0.192,0.267,0.269,0.536,7,1,1,1,1,0
